Componente Principal 1,Componente Principal 2,Componente Principal 3,label
2.2247731508325788,-3.362896729999035,0.4366402538956453,0
1.732704027078963,-0.02519930588012081,1.671489874914309,0
3.486626467039278,-4.00320043185681,1.367892946067431,0
2.1257133122652414,-3.5872164104354862,0.5581991378108989,0
2.602732232234449,0.7718843826738955,1.0084252961772127,0
2.084377351335293,-1.250070921430562,1.698115623223263,0
5.331895219272657,-5.870157929279989,1.4186807191280983,0
2.5241103028624106,-4.864370853549921,-0.015311793267006041,0
0.5652741256462912,0.18247485829189697,0.11378807610394717,0
0.2518317433408522,-1.374160088069752,-0.6164362226414148,0
-0.8486113821583997,-2.009935283354061,0.2713028219875043,1
-1.2444120116460238,-1.2436013728200812,0.6242717808865177,1
0.4687852503746693,-1.3014532983895988,0.017594180105053002,1
-0.3389801102976766,-1.5571480713201589,0.3589543046806315,1
-0.09371960614795971,-1.2432142118298173,0.007773902919547076,1
0.11455155101798901,-2.0762732007613627,-0.1926134800459418,1
0.5273159181330448,-0.9091515804692327,0.021200084422781245,1
-1.858663520513726,-1.2370745364488778,0.4438704517023783,1
-0.7928373810158048,-0.8286758007499205,0.2430104155879063,1
0.2173387380435683,-0.37027423281249655,0.05221557589669972,1
-2.0016814727707284,0.5524241437215913,-0.140399439581654,10
-2.1387447051210624,0.7878172367198342,0.15523974002520952,10
-2.1969250334334327,0.918295168134483,0.3787531831107816,10
-2.067762873450631,0.19377761993317147,0.3143891574662887,10
-1.7171240135945773,1.2630686027572395,-0.3362745554217534,10
-1.7848193743256149,0.8153766749079968,0.3027418976525609,10
-1.3457556064150789,1.0642874887204354,0.1363599503636809,10
-1.5691809670934085,0.5249129285537274,0.0024291232304044373,10
-1.005576083232489,0.10905138996080826,0.06489862914986402,10
-0.6650476022282493,1.1096440907919864,-0.5663750685213308,10
0.26507012768191063,1.139029387053731,0.38580569496413286,11
-0.6015136422015488,1.2465564127665822,0.76536859694873,11
-0.6511944826961686,2.3747695741302435,-0.22962238189688486,11
-0.12342383797036931,1.8862587844116812,0.16998967227219441,11
0.43021809611772877,1.9561644045320155,-0.002605878499452479,11
-0.46071097764702595,2.1831927605388906,0.10497139551248327,11
0.8732187357523022,1.2011276807197464,0.46502233198020837,11
-1.127838602631399,2.0016906553513203,0.13347478122851805,11
-0.16765430747833565,1.4544883226516574,0.4404772132289032,11
-0.16914239631407482,1.5635911597291974,0.5689380603766591,11
0.4296213950093612,0.11867087169121483,-0.4234757147526981,12
-0.3262453177443643,-0.6508313064687357,-0.43264483211261,12
1.207441664435842,0.17462385674559672,-0.07786835336464877,12
1.0584885341340518,0.8820517392516802,-0.47072730244700006,12
-0.28533549000328656,1.181818232689859,-0.5257468295338378,12
-0.17792132536093266,-0.6982209687209622,-0.22898076855024593,12
0.23496587395549873,-0.019254419262829336,0.26087392381749147,12
2.014131313936032,0.4035619472281416,1.164335500088645,12
0.5284346589375489,0.38136355275673167,0.304985449394997,12
-0.726660097752864,-0.13761549441807183,-0.023890635744254384,12
-2.8514205629939577,1.0404979645118333,-0.6547194179519503,13
-2.6707502308897437,0.910939098502881,-0.39701280890963864,13
-2.535289135614419,1.104858174941385,-0.8456192036493781,13
-2.8056659910859483,0.9497248612146809,-0.4391458192900523,13
-2.586057059113413,0.21821115093309007,-0.4227031948507205,13
-2.2814352412526935,1.2683257645643826,-0.5603696156859617,13
-2.7720709808484307,1.081992915425226,-0.4909241924496607,13
-2.808776247076658,0.8749294828004466,-0.3327923086559519,13
-2.98091483295787,0.7684850864145167,-0.6806159119948169,13
-2.648484076119378,1.2151078213267823,-0.6116326153924451,13
1.6000603790452868,-1.4970124254032509,-0.9562780436913441,14
1.2265514671585906,0.23609119872555887,-0.8119243322548806,14
1.1376942637988718,-0.37434932093907014,-1.295743705243935,14
1.371796634721916,-1.6226468422520892,-0.7972331892219144,14
1.4369651639696301,-1.6412162180742165,-0.8739705025650237,14
0.9417871481396628,-0.08851796224779182,-1.2511602736296574,14
0.8524356396159686,-1.258709021191809,-1.3735648879207194,14
1.2382530006305703,0.2996133526692742,-1.000606109131171,14
1.7302431982017317,-1.0028373721253163,-0.9270548337344541,14
0.5109178206080898,0.3346261931607303,-1.0865534292200254,14
-2.3822751712848933,-0.11259694348033937,-0.23534047044659429,15
-0.603133756876576,-2.9429932497486853,-0.32866913359351196,15
-0.4090258111548585,-3.329495420680586,-0.5895786921193241,15
-0.9611311861421544,-2.645175465999942,-0.27457085256305014,15
-3.063615102182148,-0.39973794043387334,0.8641394504964395,15
-2.8092237329362044,-0.6176251666929409,0.8442173120026512,15
-2.2715169061139213,-0.18684327115206079,0.4245517086034935,15
1.1279574023855983,-3.774475388489705,-0.4588541764879383,15
0.13307269214418324,-3.1540604502436924,-0.3819179471578045,15
-1.0050128391692041,-3.378929324123078,-0.09010406474741177,15
-1.7646059426148397,0.04959027792481604,0.3593689979404032,16
0.8506874615071449,0.5410548909080874,1.4769184585018378,16
-1.6918485939620072,1.0474264800974407,0.2711585917477396,16
-1.1201055718550705,1.731575048382442,-0.05810661490427043,16
-0.02499369631575738,2.070552459233131,0.21738132853856576,16
-1.8751612091990606,0.3015769051489313,0.11416114803551386,16
