label,contrast,dissimilarity,homogeneity,energy,correlation,ASM
0,99.48793090642872,3.1622616685588176,0.7066412833040331,0.08656210641793385,0.9783057108546558,0.007492998267509704
0,113.37646022769475,3.376460227694724,0.7081918924008389,0.07091936803339605,0.9849325461845754,0.0050295567622562765
0,121.89369648484337,3.375091512907299,0.7080291744454974,0.09222952172014484,0.9865860788070265,0.008506284676726669
0,103.14996445585629,3.1754076966333864,0.7076781700261735,0.08709656051019093,0.9788330488760137,0.00758581085270535
0,69.51241922991227,3.0135916561448925,0.707609257048194,0.06962236047395057,0.9921078151435517,0.004847273077964714
0,115.77261297202092,3.34126622033125,0.7066872086335307,0.07645004889336471,0.9840145950254727,0.005844609975797855
0,92.44463071226218,2.8899404768220354,0.7158038274679942,0.10127556407299476,0.9828505955870244,0.010256739878303266
0,99.49085931946227,3.3091703890757453,0.7023089316909754,0.09273571855276193,0.9705819025320268,0.008599913495497073
0,98.83570117454828,3.4749015904678036,0.7006745371413114,0.06974054038168115,0.9857909359348536,0.0048637429727289
0,103.87809950238199,3.651062610743881,0.6928176658118497,0.07522936602667717,0.9760674027396746,0.005659457512775769
1,153.9251875351463,4.534934057655785,0.6881557543794671,0.07244297562198806,0.9512333481151143,0.005247984716967958
1,161.37101719912144,4.6113274411399585,0.6874055830990493,0.06870098147554556,0.9580878224035173,0.004719824855703253
1,106.69879786522932,3.9036488450805846,0.691933126960207,0.07235840668582373,0.9600741552461732,0.00523573901811106
1,132.4740846056722,4.170081380173795,0.6907112939319516,0.07170747044308526,0.9577416796154212,0.005141961317345945
1,122.93989326146696,4.208278071915882,0.6900924628788657,0.07196836280115024,0.9650077269829932,0.0051794452442779845
1,118.14677078801896,4.142845016923256,0.6874843326017422,0.07464070150130644,0.9508652168350015,0.005571234320607131
1,125.57698224914854,4.219471824634744,0.6901280337047863,0.07203696176366171,0.9668358213842122,0.005189323860139259
1,181.39947373446932,5.028944604186782,0.6835982761828407,0.06844490834826825,0.9598352531560556,0.004684705478802839
1,140.33979140362234,4.468620356714659,0.688261509018737,0.06866394109354727,0.9639204436794296,0.00471473680649813
1,118.46978747785124,4.156235079417288,0.691049884365191,0.06910484125061071,0.9691134161242202,0.004775479084272108
10,170.5896826491528,5.098568685078886,0.6806718070965345,0.06277560782095784,0.9759409498000801,0.003940776937290703
10,166.36635932476736,5.005708283377012,0.6829407039221311,0.06126334365339708,0.9786377357634981,0.0037531972755942278
10,179.72632070366797,5.0458466402826545,0.6817410410980194,0.05956062952285242,0.9750503674046144,0.0035474685891584787
10,180.23033666139693,5.053496588823224,0.6829976729408755,0.06386146720160975,0.9740425636516754,0.004078286993142277
10,153.26671901028126,4.924625194962282,0.6804658547360025,0.05999729726316883,0.9788343901111453,0.003599675678885046
10,146.68588526138208,4.624240044987215,0.6860077235483842,0.06091864345501835,0.9775371026669305,0.00371108112039965
10,148.94989867266494,4.697057793716644,0.6851302906464575,0.06137780008174903,0.979618917429578,0.003767234342875151
10,146.50864200150664,4.762904646203143,0.6852989240247713,0.06435533746796633,0.978779741611313,0.004141609460615831
10,133.69668643699137,4.538117115300959,0.6867258911941968,0.06669337943748334,0.9768593740482723,0.004448006860792126
10,135.0831520758841,4.634638033294783,0.6815439332081359,0.06320048214326644,0.980895306304396,0.003994300943141341
11,113.05679635858206,4.003522583793993,0.6960016767544245,0.06384524897460377,0.9838630606209045,0.004076215816629144
11,137.08959246251948,4.534021581130835,0.6915799512496714,0.06110198336357919,0.981648175270767,0.0037334523709631083
11,121.52633980201381,4.431558955532685,0.6822149084800684,0.05597950701701149,0.9843560532292298,0.0031337052058676386
11,115.21892009464291,4.25545098621736,0.6847483654777258,0.05893746380327366,0.9850611695701915,0.003473624639562193
11,100.28471389616867,3.8844550074801854,0.6890349251808859,0.05989477903407391,0.9858199892386931,0.00358738455554054
11,120.2890004137975,4.323929166357202,0.6833298383713172,0.05687963847425114,0.9851242165465706,0.003235293272961511
11,91.16853229211982,3.640643402052011,0.69927351554046,0.06458041821727627,0.986422787921687,0.004170630417118308
11,135.76335027427348,4.5461702511432485,0.6837671500580412,0.056578808604937504,0.9827913249680459,0.00320116158315415
11,136.49872147184584,4.397224373733408,0.6919252390376299,0.0616018395063518,0.9833808965531771,0.003794786630566325
11,122.26579592356417,4.169455378836911,0.6932531857132269,0.06055755202675912,0.9842246357407879,0.003667217107473638
12,103.32471432057633,4.053337435940965,0.682228735436976,0.06731771220487892,0.9708829753476766,0.004531674376498904
12,119.66456938535157,4.339950556504579,0.6817059632333577,0.06880531434649412,0.9650979082175347,0.004734171282319869
12,90.0228225233159,3.727031586542032,0.686910649622035,0.06804978276235829,0.9734255745714697,0.004630772934004155
12,93.69485087374933,3.880401914078664,0.6839075913885593,0.06626393956797709,0.9827190771610569,0.00439090968706852
12,108.12317372067608,4.25471888295897,0.6787138565120656,0.06201556518907563,0.9805643753037881,0.0038459303257204897
12,118.07913081305904,4.190601491793016,0.6850748777219466,0.06907984608097417,0.9634933939222203,0.0047720251345710835
12,123.05072732867191,4.119088796698108,0.6908749849929116,0.06737045756462084,0.9692385010346822,0.004538778552466378
12,87.61382083629535,3.5314433044382443,0.6990471934443605,0.06809061321444537,0.9763261369590757,0.004636331607919203
12,106.07625545098624,3.8936328236904374,0.6905598116772889,0.0656286053068281,0.9721227558110895,0.0043071138345194245
12,129.4056913070696,4.378518604971936,0.6806379405040144,0.0650323860263855,0.9639340801533176,0.00422921123228482
13,187.91099109804878,5.541353223906884,0.6712972432614479,0.05811374893662081,0.9691715932264714,0.0033772078154685964
13,166.77542467294083,5.235694808432981,0.6740656522045828,0.059082033045011195,0.973495047788139,0.0034906866287317947
13,170.13409160839905,5.29533469851139,0.6728995988149225,0.05913710645085473,0.9742268381891009,0.003497197359379724
13,190.76131311738055,5.451781981771689,0.6732805742899963,0.05884881837602178,0.971716400055484,0.003463183424253999
13,180.16352428142477,5.346051416991162,0.6736656550642707,0.06183421314146783,0.9655935724971978,0.003823469914824473
13,180.43892242888518,5.4039830661333275,0.6731245413768806,0.05801656851746122,0.9714364729052909,0.003365922222541272
13,185.55172999183017,5.406667444747424,0.6722293188700357,0.05820704754691887,0.9728798387653724,0.003388060384129274
13,179.80633216267543,5.375473479824719,0.6752468151092073,0.05881784445894311,0.9711591775303102,0.0034595388267964246
13,186.5211726384365,5.579454423919617,0.6699165939601296,0.05922656635376209,0.9693738321191826,0.003507786162056584
13,162.51342719816657,5.216161444683764,0.6717207200791269,0.057905395598966285,0.9760852478836763,0.003353034839472784
14,107.25190718203908,3.8566669142378167,0.6885988382121218,0.07835271414192352,0.9722281541515583,0.0061391478134059825
14,90.56757100871098,3.7406762936476783,0.6865779359844262,0.06977780626529734,0.9796285068637717,0.004868942247197368
14,97.11425054907745,3.9249753313032505,0.6818278261944972,0.07283446215414781,0.9779944370018843,0.0053048588772839885
14,108.74517501511953,3.860773058600092,0.6890913580743547,0.0780102997356159,0.970145410785108,0.006085606864840635
14,106.69731243832824,3.8166028286772273,0.6887495745612364,0.07800953525294586,0.9677331486434163,0.0060854875903806034
14,101.61184734055533,3.9458774098398917,0.6834830745948809,0.07118621300417671,0.9772726363734273,0.005067476921876019
14,114.71204999522541,4.013750809027152,0.6854670260118239,0.07642899448332137,0.9722135835495951,0.0058413911977315686
14,86.15320056446225,3.585937251323622,0.6885501589655435,0.0695215451635703,0.9767486702538883,0.004833245241930345
14,106.64716867022462,3.9043703381468235,0.6887716873658132,0.07686175080414362,0.9769688349032616,0.005907728736678272
14,99.96682192914514,3.870545045570775,0.6866239639730906,0.06842621750073485,0.9774853521449877,0.004682147241457872
15,149.83442795149023,4.6853017008138025,0.6772058935464418,0.06297377107207769,0.9683957943136079,0.003965695843038449
15,163.41639699094952,4.637842311324259,0.6835135780605691,0.07991418492350423,0.9669149089958509,0.00638627695198803
15,162.45831786013645,4.730087321881399,0.6831042039647351,0.08256082693151819,0.9668310490115515,0.006816290143616099
15,159.72573714309965,4.608101942726183,0.6830960716419496,0.07793587455327419,0.9672519964832454,0.006074000542383692
15,203.647476365797,5.219821960975713,0.6826421723688747,0.06322057595898666,0.967649584013226,0.003996841224586002
15,204.72497320926482,5.32627401882248,0.6830843813350421,0.06514777084822308,0.9674654899142482,0.004244232046492585
15,138.68114250549078,4.344247684325563,0.6827408631695258,0.06279412416279191,0.970989225734333,0.003943102029372127
15,140.2758862162994,4.418932826873495,0.6871896256767288,0.08740508535600852,0.9746334919398788,0.007639648946091136
15,143.29895277403475,4.4186039109168265,0.6863708119172262,0.081708802142018,0.9671155861643296,0.006676328347483447
15,148.47341616356675,4.487485278358392,0.6842929202156162,0.07917915945474596,0.9573472856125338,0.006269339291960087
16,178.92707614934912,5.008965612367241,0.6804900408458088,0.06463357551398895,0.9742165382715592,0.004177499083722511
16,145.22534987108617,4.26476673492557,0.6940321773368295,0.06644189838716646,0.9814206643260973,0.004414525861290554
16,156.9118717439973,4.7559443601523625,0.6801160987286194,0.05954657441962029,0.9765729192756496,0.0035457945251113772
16,127.97939500684357,4.450975607168246,0.6815554034177111,0.058450524893266055,0.9846694896139914,0.0034164638602983146
16,103.45066791159587,3.991342083205127,0.6859810662463698,0.05809671581544091,0.9861550779290853,0.003375228388540102
16,174.49507156574606,5.048371866014493,0.6780735272327019,0.06306868860443102,0.973155200926639,0.003977659482282687
16,125.75188065655868,4.18042631752061,0.6877387209013758,0.06454105231433069,0.9813268572029121,0.004165547433841171
16,124.17321138685823,4.042515039947373,0.6932981850035147,0.06783925661485671,0.979941464770452,0.0046021647380563805
16,124.04813844178717,4.143884815754014,0.6885767767334006,0.06217939781713141,0.9781260680911804,0.0038662775129010857
16,131.4316650574542,4.256819701004786,0.6876955961838228,0.06351477395734706,0.9772496865163314,0.004034126510852893
17,127.53585714437288,4.172341351101869,0.6936375342394084,0.07148973821142407,0.9823158449064612,0.005110782669537947
17,119.06297149041369,4.166813440991417,0.6903436226791237,0.06898832484734373,0.9819401034024656,0.004759388965242624
17,119.31740389818461,4.230453373510594,0.6835895234839202,0.06616597578883374,0.9817374880346589,0.004377936352088532
17,131.6786066695668,4.345563348152235,0.6830519570227106,0.0655410716848821,0.9785101554746428,0.004295632077602854
17,105.42140500164459,4.000445628070325,0.6875267898660054,0.0640532111010211,0.9805744949798496,0.004102813852351974
17,110.58956593703911,4.214580526053328,0.6837598336785156,0.06654881259389721,0.9797030384614148,0.0044287444576576514
17,121.17867563581578,4.124553045655658,0.6916613861398575,0.06600252383428894,0.981271709484037,0.004356333152495879
17,116.14383176479326,4.024085136181816,0.6923271724867293,0.06901963267956515,0.9815643257411958,0.004763709695222097
17,115.73979564769917,4.201551210092415,0.6852947177419746,0.0646493339084497,0.9804411725953311,0.004179536374806224
17,97.2115566212904,3.7605704039300156,0.6957999124633043,0.07308824567045517,0.9834212479006645,0.00534189165518481
18,187.195885367484,5.071894662012329,0.6819919952715131,0.05915209101370824,0.9744283131222414,0.0034989698712940233
18,159.51722564695643,4.775700537936742,0.681948889746564,0.06096893568380022,0.9742130103738822,0.0037172111184153676
18,168.70723296798906,4.912964593788794,0.6823064697064023,0.059569071576111764,0.9741211910612404,0.0035484742884399267
18,168.33549427580132,4.827510106208023,0.6831288052901311,0.05890010195588467,0.9741728249449411,0.0034692220104136093
18,98.68161996413755,3.6743732028987046,0.6940914920156045,0.06212477167446569,0.9829986075974596,0.003859487255604494
18,98.99246676357309,3.6687816316353485,0.6961382239432796,0.06248927050950507,0.9840816860445906,0.0039049089288101003
18,165.065316342879,4.785037507029252,0.6847161502784287,0.06093317558919114,0.9742972967478676,0.003712851887383199
18,93.28104276968456,3.7113709429277764,0.6917476490441735,0.06436320529548208,0.9818723186314475,0.0041426221959083714
18,100.01643518764124,3.7735891096987766,0.6935580421466111,0.06463684776278436,0.9824124899069457,0.004177922088709362
18,101.46090674702118,3.8088149476387017,0.6939017885117087,0.06425126324494677,0.9827083429617984,0.004128224828571448
19,162.34593470487746,5.001156510944413,0.6789108647363056,0.06201465436109754,0.9677360703173451,0.0038458173555263944
19,123.76430519156703,4.403166081337733,0.681032231641235,0.06828820724664818,0.9724271443722182,0.004663279248961172
19,147.89721906863736,4.819541851902938,0.6811257081410806,0.06626832132535129,0.9685070478996155,0.00439149041128001
19,157.25448545873166,4.889898036053434,0.680254921218157,0.06699616777170758,0.9649607419948072,0.00448848649609479
19,141.5525788072022,4.830852316735457,0.6758454702254364,0.06270144692707608,0.975480390235905,0.003931471446748938
19,195.93022737641778,5.307939606786279,0.6851591883794311,0.06157110320601721,0.9615073105504964,0.0037910007500060227
19,172.02884911245744,5.366221392269415,0.6725301931041223,0.06272600183187371,0.9724874973409979,0.003934551305812224
19,192.98325711678638,5.200277987034345,0.682799425743583,0.06283556498731835,0.9631384794799865,0.003948308227275507
19,198.71232586022137,5.35277827881463,0.6811900357896494,0.06227668077388234,0.9612091985555667,0.0038783849682120465
19,222.3056371950896,5.6452163948689105,0.6818646620199181,0.06174360812668121,0.9643463752754132,0.0038122731445011746
2,78.00770299950133,3.5738098016955093,0.6889221902604433,0.06438681874543258,0.9866406447581021,0.004145662428157187
2,96.34059777822577,3.8959034048106607,0.686978935335144,0.06413721220071501,0.9827925010238218,0.0041135819888795475
2,73.5206527390211,3.491474710607009,0.691111641883838,0.07232116298611659,0.988015188888256,0.00523035061566444
2,73.06060541756412,3.453840359048902,0.6899176702349873,0.07056965463265288,0.9872282955288556,0.004980076154971907
2,90.03789960636189,3.7320926481978596,0.6897258479422474,0.07463586931730602,0.983427081928249,0.005570512988749982
2,81.84271451155982,3.5921442137317108,0.69422286139312,0.07191751233722932,0.9840228169063904,0.005172128580775532
2,113.92929367950853,4.221583252872709,0.6835205412893028,0.05899375417444948,0.982931185796032,0.003480263031595375
2,105.35929293679509,4.098971872380609,0.6856175225235147,0.06129574950065754,0.9829225317829898,0.0037571689068473593
2,102.75404513575741,4.085030079894747,0.68557575775127,0.061041379249665635,0.9836263306392372,0.0037260499807015104
2,93.85749450922556,3.7557852072701037,0.6883071409915672,0.06400030262859116,0.980990310651319,0.004096038736551252
20,77.93261466965166,3.4838884232193443,0.6872725255071066,0.0708099955721158,0.9783904048730184,0.005014055472923059
20,96.59390550562871,3.7199015374168427,0.6902332763036415,0.06918253079077705,0.9788537363916641,0.004786222566616815
20,77.04643020085092,3.444736814183705,0.6930226380629447,0.07362755830054096,0.9774176662755156,0.005421017341299559
20,70.5709768803913,3.3718554043013715,0.6928692183963436,0.0735167822180697,0.9788830277189177,0.00540471726769909
20,93.28697386709673,3.575464991670999,0.689527840025036,0.07054546172372737,0.9761369262516411,0.004976662169813884
20,97.19469702596317,3.6688877335568555,0.6892363706209977,0.0703733594127549,0.9736745323800369,0.0049524097150367785
20,82.08226081974344,3.3787626393914,0.6904115677492442,0.0730192891905546,0.9750451300175031,0.005331816593893844
