label,contrast,dissimilarity,homogeneity,energy,correlation,ASM
0,67.70876517619189,1.852849105292102,0.8336313105245285,0.10351263510521823,0.9852530060046764,0.010714865626426057
0,65.33938618384873,1.8227611151063923,0.8386241301807446,0.08492749046178251,0.9913291116689983,0.007212678636136159
0,77.19054317018487,1.8376094589449639,0.8410914480283541,0.10985058855919463,0.991510694944132,0.012067151806801462
0,73.05814543762428,1.9222682854604682,0.8339328160582388,0.10444807822836195,0.9850284074130529,0.01090940104559802
0,35.99573797537967,1.6269194974406702,0.8381132377943117,0.08358744235743877,0.9959170991293304,0.006986860519858149
0,72.775773086848,1.8194297559118406,0.8393906604200578,0.09211712490711517,0.9899712687832383,0.008485564701153058
0,59.71328101865561,1.5305956258724989,0.8462595743681909,0.12085693626956787,0.9889282829421001,0.01460639904446639
0,62.96017175007402,1.8987055289986883,0.83245865750277,0.11106090184171684,0.9814318220330083,0.012334523917895463
0,59.94095562418039,2.0660878209738147,0.8282770239397413,0.08329603500313275,0.9913986472916696,0.0069382294472431156
0,62.07798553238293,2.1674986251533483,0.8239736366057955,0.09071236681619425,0.9857402387119343,0.008228733493395781
1,79.68171242438345,2.342294513304286,0.8256833033569958,0.0884834485677897,0.9748045138919949,0.007829320670448685
1,88.67626591649392,2.4038136130970003,0.8261813397368336,0.08380036080558388,0.9769874933671826,0.007022500471146039
1,54.00466390287238,1.985669867591692,0.8279464130405108,0.088081836157224,0.9798267477854373,0.007758409860828051
1,71.59803714201111,2.196666525656754,0.8274149242081639,0.08727604926037776,0.9772023245666717,0.007617108774499885
1,64.99092601209865,2.2228520665002747,0.826432013184422,0.08757291719879902,0.9815243433869958,0.007669015826707709
1,57.33452134185034,2.1179512669740683,0.8261872000569787,0.09106573925170973,0.9761557714509518,0.008292968865460385
1,57.770633275519266,2.0611066457971994,0.8279727476827133,0.08755354471049027,0.9847544244354206,0.00766562319137182
1,98.05316426244764,2.6407948728795634,0.8237274123459086,0.08352355123771839,0.9783177518831511,0.006976183611359768
1,75.0771606243919,2.348301535597953,0.8257125955124214,0.08361485437071935,0.9807233965305902,0.006991443871436603
1,57.50958162358814,2.0949913278903507,0.8274081883328227,0.0839613073429699,0.9850132292239323,0.0070495011307406515
10,86.1367126358983,2.7467003680358735,0.8207693684851407,0.07624232958680348,0.987867567633599,0.005812892820822769
10,91.18438808748255,2.780458141207327,0.8217936431889311,0.07444392975608512,0.988303168711538,0.005541898677528936
