contrast,dissimilarity,homogeneity,energy,correlation,ASM
102.49516705747541,3.17767827775361,0.7063673452863359,0.0865167949994125,0.9776497517329849,0.007485155816970369
106.16807605385735,3.378996063618713,0.7068886654895099,0.07085994883689585,0.9858903001270563,0.005021132349167497
119.288119767849,4.007066387972286,0.6995686467715447,0.07320842828149426,0.9810083793844308,0.005359473971446689
167.72354083332453,5.075236872539763,0.680838516584014,0.06280930450251758,0.9763450869470693,0.003945008732089975
178.53956010143347,5.043947415887701,0.6818283879360699,0.059582346242267194,0.9752147805873974,0.0035500559837334114
178.29596069984825,5.033644919309488,0.6833344848896539,0.06390715237148578,0.9743208588979132,0.0040841241242323
150.45977145646106,4.892009464291398,0.6808652639304488,0.06004790230192801,0.9792218050152054,0.003605750570861891
143.13146028074567,4.593417436789781,0.6857798460551223,0.06087050684347557,0.9780816655028468,0.0037052186033816065
147.43402052011163,4.678808263217648,0.6856355474293592,0.06142721423885031,0.9798258770429726,0.003773302649145614
143.25259684452885,4.715996986705429,0.6853920911849198,0.0643612729740816,0.9792515417042224,0.004142373458844247
131.5848444015321,4.490594064658511,0.6868344133144431,0.06669661941011285,0.9772251501426824,0.004448439040737441
132.35168542902312,4.590520854332672,0.6817035322394209,0.0632065813115435,0.9812810923007077,0.0039950719210927604
153.7811860072786,4.51984636441766,0.6881169623719776,0.07243902447648995,0.9512786628663541,0.00524741226710551
162.76718055363983,4.971405532154187,0.6830252355980614,0.061239505168334846,0.9790999794129561,0.00375027699326251
116.12555040371782,4.048923596006324,0.6955930517136788,0.06379702438287563,0.9834250934870538,0.004070060320109228
124.73160457935894,4.483644388799881,0.6818856180267286,0.055968807342477236,0.9839434573384256,0.003132507395339334
118.70243716113698,4.298740570191726,0.6848032935004608,0.05896067835082037,0.9846096740260243,0.0034763615915888975
100.71462827191803,3.8970705259472256,0.6891826740178068,0.059916634866426136,0.9857593024532294,0.0035900031337166324
121.71771583783382,4.358316799117233,0.6830466141353277,0.056872519836182335,0.984947704937368,0.003234483512516953
94.91152160765633,3.710914704665302,0.6993804043305877,0.0645982773820111,0.9858652678614005,0.004172937440723246
136.99824931829517,4.5827117529098444,0.683655791986215,0.05657611445535611,0.9826348957635433,0.003200856726865555
138.13278655476452,4.438635953697121,0.6912887804309205,0.0615802668871863,0.9831821099650077,0.003792129269897093
124.0358093985082,4.221678744602064,0.6926497109203584,0.06053047993995937,0.9839964629080771,0.0036639390017618244
103.53259981538267,3.867754565035173,0.691776629256459,0.07232767323361781,0.9612596244790541,0.005231292315388995
140.79270867595412,4.596929410391621,0.6912936808280588,0.06110423385138441,0.9811527208904107,0.0037337273945646727
